Geneid	Chr	Start	End	Strand	Length	R16	R17	R18	R19	R20	R21	R22	R23	R24	R25	R26	R27	R28	R29	R30
hemG	U00096.3	4034608	4035153	+	546	161	254	160	224	157	214	104	179	159	143	64	69	88	48	54
rrsA	U00096.3	4035531	4037072	+	1542	842958	1160639	922389	1074310	877928	1142221	890444	1006535	1116703	723729	941865	1168376	1286635	1016066	1138652
ileT	U00096.3	4037141	4037217	+	77	80	170	116	151	99	441	245	202	205	196	141	124	274	103	92
alaT	U00096.3	4037260	4037335	+	76	68	133	93	111	72	290	175	142	146	167	99	85	180	82	63
rrlA	U00096.3	4037519	4040423	+	2905	1211130	1702371	1407933	1614357	1163411	2082908	1747201	1902250	1989255	1451721	1720537	2074910	2319382	1832894	2083686
rrfA	U00096.3	4040517	4040636	+	120	1025	1767	1535	2041	873	3242	2193	2170	1529	5285	2903	1115	4748	1351	1831
mobB	U00096.3	4040906	4041433	-	528	105	183	108	108	96	111	118	142	136	131	23	26	27	29	34
mobA	U00096.3	4041415	4041999	-	585	39	62	49	53	36	59	58	69	77	84	17	23	14	13	27
yihD	U00096.3	4042069	4042338	+	270	78	101	79	88	67	122	64	117	118	179	85	62	81	50	67
srkA	U00096.3	4042415	4043401	+	987	590	976	797	675	498	1453	1097	1318	1212	1617	448	653	542	426	368
dsbA	U00096.3	4043418	4044044	+	627	422	896	671	652	437	1524	940	1218	1205	1622	452	692	589	458	417
yihF	U00096.3	4044199	4045629	+	1431	90	59	61	44	34	56	47	38	31	22	11	17	19	21	4
yihG	U00096.3	4045670	4046602	-	933	84	67	56	63	35	60	56	32	43	29	22	16	21	21	7
polA	U00096.3	4046966	4049752	+	2787	894	1868	1191	1338	941	2752	1902	2375	2169	2295	488	475	606	409	504
spf	U00096.3	4049899	4050007	+	109	37	71	39	52	31	190	97	155	158	290	23	19	27	20	25
yihA	U00096.3	4050133	4050765	-	633	299	484	406	432	307	517	332	358	380	460	170	267	266	177	157
csrC	U00096.3	4051036	4051280	+	245	2465	3598	3748	3765	1547	1248	990	2086	1571	2914	1481	1864	1230	3579	6084
yihI	U00096.3	4051347	4051856	+	510	72	105	90	90	40	115	73	97	78	95	50	40	60	30	39
hemN	U00096.3	4052045	4053418	+	1374	466	703	531	620	362	950	687	819	846	749	189	226	294	161	230
yshB	U00096.3	4053647	4053757	-	111	44	74	52	80	49	204	88	127	130	139	61	36	59	38	45
glnG	U00096.3	4053869	4055278	-	1410	183	245	260	269	309	1194	551	331	723	247	65	82	106	57	75
glnL	U00096.3	4055290	4056339	-	1050	202	218	195	232	259	1164	547	323	729	162	78	67	123	55	80
glnA	U00096.3	4056625	4058034	-	1410	1424	1359	1740	1706	1830	7923	4335	2851	6761	1063	562	689	1329	354	610
bipA	U00096.3	4058407	4060230	+	1824	1097	1796	1519	1435	1079	4019	2897	2279	2728	2689	884	883	1577	653	719
yihL	U00096.3	4060447	4061157	+	711	64	84	77	74	63	35	30	28	24	34	29	32	26	31	13
yihM	U00096.3	4061165	4062145	+	981	135	126	113	105	84	33	16	24	17	19	36	35	22	32	20
yihN	U00096.3	4062247	4063512	+	1266	53	50	34	42	54	15	7	17	6	16	10	10	6	8	3
ompL	U00096.3	4063603	4064295	-	693	25	18	16	6	16	2	3	2	5	3	0	4	7	4	0
yihO	U00096.3	4064363	4065766	-	1404	54	37	30	22	22	27	25	17	20	35	6	12	6	11	4
yihP	U00096.3	4065809	4067194	-	1386	52	36	22	18	34	16	16	16	13	23	5	6	4	8	4
yihQ	U00096.3	4067240	4069276	-	2037	89	46	42	36	59	16	15	9	9	9	5	14	14	12	4
yihR	U00096.3	4069475	4070401	-	927	45	18	20	15	11	5	4	5	6	11	3	6	5	7	2
yihS	U00096.3	4070515	4071756	-	1242	64	35	30	26	29	26	15	20	18	19	5	11	10	12	9
yihT	U00096.3	4071773	4072651	-	879	47	35	24	29	16	18	15	10	15	17	6	9	9	5	8
yihU	U00096.3	4072675	4073571	-	897	57	25	21	15	27	13	7	5	9	8	1	6	6	8	1
yihV	U00096.3	4073739	4074635	+	897	71	78	62	75	52	47	53	42	36	56	8	19	18	21	18
yihW	U00096.3	4074669	4075454	+	786	97	147	95	124	80	117	104	84	120	108	42	40	34	43	46
yihX	U00096.3	4075553	4076152	+	600	113	180	126	179	98	119	75	102	103	133	107	78	72	63	52
yihY	U00096.3	4076146	4077018	+	873	136	199	145	215	121	189	138	161	158	177	100	131	126	101	94
dtd	U00096.3	4077015	4077452	+	438	203	279	242	314	174	212	124	178	172	211	135	141	155	107	139
yiiD	U00096.3	4077449	4078438	+	990	298	466	288	409	304	256	185	254	231	209	149	134	164	124	122
yiiE	U00096.3	4079291	4079509	+	219	13	18	16	10	4	2	2	1	2	0	1	0	1	2	0
yiiF	U00096.3	4079751	4079969	+	219	28	41	26	39	25	13	7	26	10	16	8	7	8	8	7
fdhE	U00096.3	4080299	4081228	-	930	459	875	530	817	431	772	471	674	560	824	483	338	539	316	368
fdoI	U00096.3	4081225	4081860	-	636	1345	2557	1597	2337	1181	1815	1265	1818	1604	2049	1162	953	1367	819	938
fdoH	U00096.3	4081857	4082759	-	903	1099	2257	1420	2136	1094	1852	1139	1679	1435	1912	1178	977	1443	764	964
fdoG	U00096.3	4082772	4085822	-	3051	5191	9822	6519	8078	4269	6506	4076	6613	5223	7369	4595	4033	6153	3257	3515
fdhD	U00096.3	4086016	4086849	+	834	129	179	115	138	89	170	120	162	128	219	63	59	85	60	93
yiiG	U00096.3	4087002	4088057	+	1056	37	26	23	13	19	10	8	7	11	18	8	6	5	6	3
frvR	U00096.3	4088107	4089855	-	1749	74	60	41	34	27	58	32	52	56	57	12	16	18	18	9
frvX	U00096.3	4089855	4090925	-	1071	65	57	47	41	42	63	41	41	43	42	14	16	17	11	12
frvB	U00096.3	4090915	4092366	-	1452	69	18	22	29	19	11	9	5	5	13	3	11	2	12	4
frvA	U00096.3	4092377	4092823	-	447	25	10	8	3	10	4	1	4	5	1	1	4	4	5	2
rhaM	U00096.3	4093124	4093438	-	315	16	12	9	8	12	4	4	4	5	9	5	2	3	2	6
rhaD	U00096.3	4093448	4094272	-	825	73	47	28	40	26	23	14	16	19	18	10	16	16	17	13
rhaA	U00096.3	4094723	4095982	-	1260	81	42	29	32	38	28	10	10	9	5	9	9	18	13	13
rhaB	U00096.3	4095979	4097448	-	1470	56	29	22	26	23	9	11	12	8	9	8	11	12	14	4
rhaS	U00096.3	4097736	4098572	+	837	39	40	24	40	25	21	8	9	9	16	6	11	7	8	0
rhaR	U00096.3	4098646	4099494	+	849	44	44	28	43	35	30	9	30	27	37	11	14	15	20	13
rhaT	U00096.3	4099491	4100525	-	1035	70	56	29	43	31	29	18	27	25	33	11	21	21	19	14
sodA	U00096.3	4100810	4101430	+	621	349	720	336	538	181	526	324	555	413	465	458	561	574	466	279
kdgT	U00096.3	4101690	4102673	+	984	113	186	124	161	86	192	141	176	65	386	124	94	71	141	167
yiiM	U00096.3	4102822	4103496	+	675	107	116	93	98	79	115	79	138	105	184	80	59	97	51	61
cpxA	U00096.3	4103602	4104975	-	1374	312	446	320	343	240	637	473	519	524	535	197	279	288	189	189
cpxR	U00096.3	4104972	4105670	-	699	236	320	253	245	162	428	291	367	314	447	152	192	265	134	150
cpxP	U00096.3	4105820	4106320	+	501	2271	3867	3398	2627	1714	5356	3989	6087	4909	8656	1380	2892	2220	2058	1888
cpxQ	U00096.3	4106330	4106387	+	58	752	1308	1058	893	569	1366	1063	1646	1268	2647	373	772	466	521	487
fieF	U00096.3	4106469	4107371	+	903	192	340	204	262	149	439	339	356	369	366	170	125	156	110	116
pfkA	U00096.3	4107552	4108514	+	963	709	992	865	740	541	1067	847	931	932	1427	402	380	509	295	318
sbp	U00096.3	4108834	4109823	+	990	100	132	118	110	78	80	61	81	58	65	28	18	33	26	21
cdh	U00096.3	4109930	4110685	+	756	74	70	58	51	32	55	42	32	31	27	17	5	22	15	13
tpiA	U00096.3	4110740	4111507	-	768	428	603	503	517	362	637	429	415	510	710	280	282	389	238	264
yiiQ	U00096.3	4111615	4112214	-	600	63	48	49	42	38	60	60	58	76	68	13	21	19	8	22
yiiR	U00096.3	4112315	4112755	+	441	42	42	27	40	18	45	31	53	37	50	13	10	23	21	12
yiiS	U00096.3	4112967	4113266	+	300	45	37	58	28	29	32	19	30	30	38	10	12	10	18	6
uspD	U00096.3	4113293	4113721	+	429	131	162	146	168	77	116	103	133	116	176	27	51	57	51	77
fpr	U00096.3	4113726	4114472	-	747	317	425	241	364	169	214	177	204	190	271	69	100	145	136	150
glpX	U00096.3	4114569	4115579	-	1011	131	190	130	135	99	316	204	276	279	366	74	71	138	57	64
glpK	U00096.3	4115714	4117222	-	1509	373	773	504	543	358	358	288	379	334	474	284	139	493	139	217
glpF	U00096.3	4117245	4118090	-	846	383	652	371	421	255	104	124	99	109	157	132	113	429	89	118
zapB	U00096.3	4118515	4118760	+	246	723	954	829	975	465	553	384	548	472	693	367	367	434	309	360
rraA	U00096.3	4118845	4119330	-	486	1024	1602	1660	1495	1061	845	671	839	913	1345	540	783	541	841	824
menA	U00096.3	4119423	4120349	-	927	92	124	90	74	82	98	66	80	75	95	46	30	53	30	24
hslU	U00096.3	4120416	4121747	-	1332	671	991	733	635	412	753	546	625	785	815	266	183	224	156	237
hslV	U00096.3	4121757	4122287	-	531	190	230	175	144	104	244	141	218	202	239	126	60	71	56	71
ftsN	U00096.3	4122380	4123339	-	960	189	304	210	230	138	294	223	310	313	309	109	62	101	59	101
cytR	U00096.3	4123431	4124456	-	1026	460	835	546	677	429	350	290	308	331	289	128	213	174	124	135
priA	U00096.3	4124612	4126810	-	2199	197	198	170	178	114	403	228	263	251	247	122	108	198	103	74
rpmE	U00096.3	4127013	4127225	+	213	1597	2433	2215	2333	1742	3457	3126	1831	1846	2365	1644	1784	2255	1141	1015
yiiX	U00096.3	4127286	4127894	-	609	75	79	54	82	52	98	89	63	76	102	30	31	37	24	23
metJ	U00096.3	4128078	4128395	-	318	125	190	148	141	113	210	128	150	154	176	83	61	92	61	85
metB	U00096.3	4128672	4129832	+	1161	247	293	175	224	154	204	126	156	155	134	57	48	52	42	45
metL	U00096.3	4129835	4132267	+	2433	220	187	152	175	136	336	224	274	288	380	87	68	92	69	76
metF	U00096.3	4132616	4133506	+	891	64	35	25	24	18	20	14	15	14	11	12	8	10	15	2
katG	U00096.3	4133835	4136015	+	2181	3135	5064	4102	4251	2854	1266	845	1221	981	1744	546	630	609	1044	663
yijE	U00096.3	4136108	4137013	+	906	155	199	138	154	105	77	82	80	89	77	21	45	46	44	32
yijF	U00096.3	4137040	4137657	-	618	68	53	32	50	37	23	16	14	31	10	4	6	14	17	5
gldA	U00096.3	4137932	4139035	-	1104	92	145	126	97	70	53	84	79	76	128	39	50	57	49	49
fsaB	U00096.3	4139046	4139708	-	663	34	48	42	21	23	18	21	24	21	20	10	21	21	15	8
ptsA	U00096.3	4139720	4142221	-	2502	100	43	49	41	54	19	26	23	25	14	7	10	21	16	5
frwC	U00096.3	4142530	4143609	+	1080	34	25	21	19	10	5	7	13	6	7	3	4	9	10	2
frwB	U00096.3	4143624	4143944	+	321	15	8	9	7	13	8	6	6	1	3	3	4	9	4	4
pflD	U00096.3	4143995	4146292	+	2298	75	69	39	50	51	49	27	30	35	38	10	15	19	16	19
pflC	U00096.3	4146258	4147136	+	879	43	19	18	23	27	14	12	15	18	10	9	8	9	11	6
frwD	U00096.3	4147138	4147479	+	342	47	27	20	16	23	18	6	11	11	14	12	16	3	11	5
yijO	U00096.3	4147466	4148317	-	852	59	29	32	31	37	32	11	20	27	24	10	19	19	17	7
eptC	U00096.3	4148532	4150265	-	1734	130	181	156	147	98	220	187	163	181	157	62	69	80	62	38
ppc	U00096.3	4150447	4153098	-	2652	457	842	662	753	555	2070	1293	1778	1755	1641	546	389	576	331	503
argE	U00096.3	4153696	4154847	-	1152	184	279	235	217	196	302	200	318	269	332	123	124	136	80	104
argC	U00096.3	4155001	4156005	+	1005	142	134	108	94	73	122	54	53	69	60	14	12	38	14	12
argB	U00096.3	4156013	4156789	+	777	156	175	148	143	102	196	72	158	136	100	14	23	27	19	29
argH	U00096.3	4156850	4158223	+	1374	202	250	183	174	100	429	215	306	334	368	49	42	46	47	65
oxyS	U00096.3	4158285	4158394	-	110	28	36	41	32	21	29	25	21	20	28	11	9	8	11	12
oxyR	U00096.3	4158490	4159407	+	918	269	470	337	392	288	517	333	474	447	598	318	373	397	261	251
sthA	U00096.3	4159390	4160790	-	1401	1892	2993	2320	2397	1453	2227	1641	1953	1666	1552	706	1377	1612	983	868
fabR	U00096.3	4161067	4161771	+	705	1256	1808	1368	1711	931	591	449	584	526	569	348	551	476	466	353
yijD	U00096.3	4161771	4162130	+	360	492	726	541	624	380	344	232	310	303	372	208	248	284	170	178
trmA	U00096.3	4162170	4163270	-	1101	200	297	219	291	157	301	210	282	233	316	105	105	141	76	107
btuB	U00096.3	4163639	4165483	+	1845	194	323	246	295	212	225	184	215	228	218	75	79	96	87	88
murI	U00096.3	4165428	4166285	+	858	184	210	190	142	125	174	114	128	129	133	71	77	92	70	74
rrsB	U00096.3	4166659	4168200	+	1542	847497	1164182	921263	1073765	879367	1131331	889393	1001077	1113132	717806	932197	1158846	1277813	1006047	1132513
gltT	U00096.3	4168372	4168447	+	76	586	1118	567	746	481	1521	946	866	912	1492	681	504	938	514	396
rrlB	U00096.3	4168641	4171544	+	2904	1182795	1663974	1372492	1581358	1143695	2047570	1706893	1886739	1948768	1447623	1696098	2036227	2299575	1810309	2066571
rrfB	U00096.3	4171637	4171756	+	120	298	502	467	646	326	1589	1126	1161	977	2862	1802	832	2528	761	1228
murB	U00096.3	4172057	4173085	+	1029	275	367	295	295	193	406	289	327	353	340	118	102	153	86	121
birA	U00096.3	4173082	4174047	+	966	224	354	262	267	169	393	273	315	373	317	52	69	104	48	93
coaA	U00096.3	4174076	4175026	-	951	226	281	226	247	176	256	174	228	168	185	89	81	115	94	73
thrU	U00096.3	4175388	4175463	+	76	74	165	110	133	48	192	78	146	122	271	81	62	138	52	65
tyrU	U00096.3	4175472	4175556	+	85	332	513	356	417	196	737	327	473	435	701	294	220	478	195	182
glyT	U00096.3	4175673	4175747	+	75	34	63	39	47	36	114	82	79	87	140	76	39	94	38	39
thrT	U00096.3	4175754	4175829	+	76	74	154	87	128	96	184	125	126	114	118	83	70	120	50	49
tufB	U00096.3	4175944	4177128	+	1185	4222	7546	5092	6281	4468	9228	5204	6261	5632	6434	4115	3796	5416	2514	2527
secE	U00096.3	4177358	4177741	+	384	543	1167	834	1111	571	1575	1144	1092	1088	1052	613	622	764	449	425
nusG	U00096.3	4177743	4178288	+	546	422	827	647	791	563	1168	769	778	776	981	501	376	560	312	305
rplK	U00096.3	4178447	4178875	+	429	1164	1869	1323	1613	967	3448	2500	1693	1895	1653	1307	1199	2238	881	810
rplA	U00096.3	4178879	4179583	+	705	2472	4045	3039	3541	2375	6643	5379	3360	3562	2990	2399	2527	4118	1710	1444
rplJ	U00096.3	4179996	4180493	+	498	1870	3251	2262	2777	1916	4585	3327	2776	2780	3223	2360	1877	2717	1284	1115
rplL	U00096.3	4180560	4180925	+	366	1726	3015	2244	2620	1916	4043	2850	2456	2316	3032	2080	1537	2340	1003	870
rpoB	U00096.3	4181245	4185273	+	4029	6196	13088	7726	10086	6159	20111	11362	14758	13226	16068	5946	3774	5494	3127	4022
rpoC	U00096.3	4185350	4189573	+	4224	6234	13518	7614	10885	6422	24390	12029	19269	18055	24025	6613	3332	4627	2835	4620
yjaZ	U00096.3	4189786	4190325	+	540	111	117	91	98	51	99	59	84	60	72	17	26	28	25	26
sroH	U00096.3	4190327	4190487	-	161	24	27	24	28	16	48	19	26	25	104	37	23	61	14	16
thiH	U00096.3	4190735	4191868	-	1134	59	48	26	46	34	69	48	91	81	68	16	9	16	16	16
thiG	U00096.3	4191865	4192635	-	771	46	38	20	28	33	53	18	39	43	26	6	6	7	8	12
thiS	U00096.3	4192637	4192837	-	201	39	43	9	18	16	28	21	19	18	14	1	5	4	7	4
thiF	U00096.3	4192821	4193576	-	756	59	26	15	16	17	28	12	27	26	25	9	4	15	6	2
thiE	U00096.3	4193569	4194204	-	636	31	26	20	16	14	28	14	30	20	23	4	5	7	5	8
thiC	U00096.3	4194204	4196099	-	1896	100	102	62	87	60	152	74	124	108	119	43	48	37	45	25
rsd	U00096.3	4196332	4196808	-	477	104	186	131	172	88	142	68	172	135	321	176	104	108	76	88
nudC	U00096.3	4196903	4197676	+	774	124	171	127	112	88	143	121	137	153	134	68	39	51	40	56
hemE	U00096.3	4197716	4198780	+	1065	136	171	128	146	97	244	157	285	202	233	119	87	140	59	81
nfi	U00096.3	4198790	4199461	+	672	101	103	81	102	64	208	139	170	188	168	61	50	70	44	46
yjaG	U00096.3	4199504	4200094	+	591	143	184	189	149	117	298	215	215	244	249	104	89	140	71	99
hupA	U00096.3	4200281	4200553	+	273	1121	2041	1279	1609	924	1104	627	1447	1028	1539	1436	1208	1773	818	822
yjaH	U00096.3	4200566	4201261	+	696	131	153	105	117	91	122	75	115	105	247	276	61	178	145	78
zraP	U00096.3	4201263	4201688	-	426	113	114	102	99	72	82	77	140	92	306	448	41	275	327	99
zraS	U00096.3	4201926	4203323	+	1398	121	142	137	92	87	97	83	101	77	80	67	42	58	65	53
zraR	U00096.3	4203320	4204645	+	1326	154	160	130	134	81	168	83	140	134	172	57	46	93	47	66
purD	U00096.3	4204642	4205931	-	1290	185	374	280	272	306	893	535	494	600	431	155	198	319	148	190
purH	U00096.3	4205943	4207532	-	1590	163	239	213	203	192	735	397	408	457	230	172	175	385	157	159
rrsE	U00096.3	4208147	4209688	+	1542	840321	1160368	916684	1066435	877381	1126640	882201	994817	1107156	717252	927662	1151093	1267321	998858	1126874
gltV	U00096.3	4209774	4209849	+	76	64	29	36	33	22	137	94	84	76	150	80	45	96	38	44
rrlE	U00096.3	4210043	4212946	+	2904	1182660	1663355	1378167	1588267	1143827	2037509	1711497	1873808	1957275	1434301	1680405	2031912	2287826	1800701	2053234
rrfE	U00096.3	4213040	4213159	+	120	264	481	416	661	295	1521	1026	1147	958	2888	1829	716	2421	780	1198
yjaA	U00096.3	4213234	4213617	+	384	172	113	74	67	69	55	44	38	48	50	9	25	23	23	20
yjaB	U00096.3	4213680	4214123	-	444	112	154	139	108	69	68	62	50	64	65	19	39	30	25	25
metA	U00096.3	4214280	4215209	+	930	77	55	48	38	31	49	47	36	38	61	14	13	18	13	11
aceB	U00096.3	4215478	4217079	+	1602	2947	6118	4339	6178	3450	10383	4983	13070	12464	12289	6349	4503	4785	3540	3336
aceA	U00096.3	4217109	4218413	+	1305	5122	10575	7496	11021	6379	18245	10384	18716	18423	14097	7971	7395	9210	6231	4951
aceK	U00096.3	4218596	4220332	+	1737	545	1073	674	1010	560	3785	2033	3538	3625	3222	1204	761	1178	767	736
arpA	U00096.3	4220301	4222487	-	2187	412	660	407	498	296	671	446	439	501	199	89	70	71	86	75
iclR	U00096.3	4222804	4223628	-	825	369	568	498	522	352	816	637	577	753	546	185	239	335	131	182
metH	U00096.3	4223828	4227511	+	3684	585	1036	786	965	598	1996	1090	1691	1692	1662	423	283	372	294	403
yjbB	U00096.3	4227731	4229362	+	1632	160	144	101	107	105	99	60	93	95	103	37	44	49	42	37
pepE	U00096.3	4229453	4230142	-	690	103	131	113	126	98	94	88	106	82	143	42	62	86	53	37
rluF	U00096.3	4230354	4231226	+	873	334	523	393	424	283	358	346	350	365	298	82	100	99	79	110
yjbD	U00096.3	4231359	4231631	-	273	48	55	47	50	33	81	49	73	60	110	31	32	46	28	32
lysC	U00096.3	4231884	4233233	-	1350	208	235	220	142	156	160	121	155	158	334	47	35	44	46	35
pgi	U00096.3	4233758	4235407	+	1650	513	821	716	693	471	1158	954	924	975	1148	357	398	540	323	409
yjbE	U00096.3	4235906	4236148	+	243	14	15	11	9	6	13	4	11	8	8	10	17	120	16	5
yjbF	U00096.3	4236262	4236900	+	639	21	6	5	9	10	5	3	4	4	2	0	3	8	6	5
yjbG	U00096.3	4236897	4237634	+	738	26	9	13	6	12	4	2	1	2	2	1	1	8	3	0
yjbH	U00096.3	4237634	4239730	+	2097	102	55	50	36	46	18	21	36	28	33	11	12	22	17	14
yjbT	U00096.3	4239777	4240055	-	279	21	12	23	15	13	15	10	18	15	10	6	4	5	8	3
psiE	U00096.3	4240325	4240735	+	411	23	15	14	10	9	23	21	21	18	16	9	6	14	9	5
xylE	U00096.3	4240779	4242254	-	1476	68	42	42	33	28	33	19	32	34	33	8	17	13	18	7
malG	U00096.3	4242626	4243516	-	891	56	74	72	48	54	91	46	137	67	177	9	12	21	13	10
malF	U00096.3	4243531	4245075	-	1545	88	126	99	43	68	79	32	84	33	84	19	15	34	17	11
malE	U00096.3	4245229	4246419	-	1191	93	283	354	90	238	190	34	127	35	42	22	26	186	26	23
malK	U00096.3	4246784	4247899	+	1116	72	82	126	38	105	88	13	79	21	17	5	10	64	10	7
lamB	U00096.3	4247971	4249311	+	1341	116	349	402	105	270	286	41	177	73	78	36	36	218	26	32
malM	U00096.3	4249554	4250474	+	921	80	257	255	106	178	200	115	211	176	262	18	18	70	21	24
ubiC	U00096.3	4252506	4253003	+	498	1235	2287	1145	1536	716	337	295	332	306	233	167	347	271	266	188
ubiA	U00096.3	4253016	4253888	+	873	248	393	226	325	158	236	185	222	219	279	165	127	173	138	117
plsB	U00096.3	4254043	4256466	-	2424	519	813	670	720	478	1584	1331	1406	1371	1499	271	277	443	257	341
dgkA	U00096.3	4256637	4257005	+	369	54	55	63	65	45	87	56	60	64	91	28	22	29	15	20
lexA	U00096.3	4257115	4257723	+	609	356	726	614	612	488	949	621	839	751	834	486	637	670	429	404
dinF	U00096.3	4257742	4259121	+	1380	87	94	82	62	48	97	77	112	73	94	47	58	47	42	45
yjbJ	U00096.3	4259237	4259446	+	210	444	689	528	413	226	255	155	345	284	485	443	342	719	350	921
zur	U00096.3	4259488	4260003	-	516	92	105	79	79	50	84	68	69	81	105	61	44	96	44	51
yjbL	U00096.3	4260321	4260575	+	255	10	4	6	2	2	1	4	3	2	0	0	0	0	1	0
yjbM	U00096.3	4260599	4261306	+	708	49	42	20	23	23	8	10	9	6	13	4	7	5	4	7
dusA	U00096.3	4261669	4262706	+	1038	331	392	266	285	212	617	439	481	487	615	177	156	241	141	126
pspG	U00096.3	4262840	4263082	+	243	62	98	94	76	26	113	170	190	160	448	118	145	110	194	152
qorA	U00096.3	4263248	4264231	-	984	155	138	106	122	90	116	100	149	110	156	100	98	103	75	74
dnaB	U00096.3	4264314	4265729	+	1416	476	621	498	522	393	536	374	487	398	402	140	188	233	126	156
alr	U00096.3	4265782	4266861	+	1080	178	230	167	175	138	295	234	206	221	230	62	75	119	77	73
tyrB	U00096.3	4267114	4268307	+	1194	117	168	135	169	122	179	93	199	183	275	190	113	173	82	116
yjbS	U00096.3	4268809	4269012	-	204	14	6	8	2	4	1	2	1	2	2	0	0	1	0	1
aphA	U00096.3	4269414	4270127	+	714	59	77	88	96	61	54	28	75	52	86	108	80	72	71	64
yjbQ	U00096.3	4270238	4270654	+	417	483	740	554	593	396	308	287	375	341	281	163	243	217	249	278
yjbR	U00096.3	4270658	4271014	+	357	152	201	142	171	136	179	123	232	162	194	85	83	125	121	146
uvrA	U00096.3	4271049	4273871	-	2823	679	1136	818	848	586	1992	1339	1761	1570	2160	520	550	800	535	684
ssb	U00096.3	4274125	4274661	+	537	343	572	433	490	334	713	505	673	642	831	463	354	552	320	342
yjcB	U00096.3	4274760	4275041	-	282	37	34	40	30	15	136	125	43	65	66	11	18	33	6	12
pdeC	U00096.3	4275471	4277057	+	1587	90	73	59	63	52	34	33	29	31	54	11	32	15	34	18
soxS	U00096.3	4277060	4277383	-	324	516	498	502	512	234	74	107	137	78	231	41	194	56	313	264
soxR	U00096.3	4277469	4277933	+	465	27	25	13	15	10	6	15	12	12	21	11	6	7	13	11
ryjA	U00096.3	4277927	4278066	-	140	30	47	29	41	22	111	75	81	112	253	24	28	15	33	70
ghxP	U00096.3	4278479	4279828	+	1350	139	163	109	162	143	351	263	212	206	123	164	133	250	89	101
yjcE	U00096.3	4279980	4281629	+	1650	118	137	107	138	84	144	117	175	160	260	100	62	111	68	117
yjcF	U00096.3	4281783	4283075	-	1293	68	33	25	32	21	14	6	6	5	18	2	7	1	9	6
actP	U00096.3	4283253	4284902	-	1650	348	698	395	604	273	103	49	235	129	271	349	195	364	182	143
yjcH	U00096.3	4284899	4285213	-	315	173	419	193	337	116	30	23	92	35	112	120	75	132	72	55
acs	U00096.3	4285413	4287371	-	1959	1899	4550	2469	3899	1700	492	235	1216	586	1447	1517	1075	1410	1163	945
nrfA	U00096.3	4287764	4289200	+	1437	223	270	370	155	184	401	690	480	591	832	62	96	62	128	244
nrfB	U00096.3	4289245	4289811	+	567	71	72	97	52	59	145	241	170	177	274	27	29	19	37	75
nrfC	U00096.3	4289808	4290479	+	672	53	56	56	34	46	112	131	125	127	234	18	16	14	22	40
nrfD	U00096.3	4290476	4291432	+	957	65	78	109	65	73	260	361	285	324	555	55	38	38	50	134
nrfE	U00096.3	4291512	4293170	+	1659	107	61	75	49	54	86	102	119	121	181	10	20	14	24	34
nrfF	U00096.3	4293163	4293546	+	384	31	16	23	6	13	33	33	44	31	28	1	5	12	14	9
nrfG	U00096.3	4293543	4294139	+	597	33	21	16	13	16	31	43	40	47	29	6	6	12	8	12
gltP	U00096.3	4294481	4295794	+	1314	197	271	224	329	237	383	212	314	298	550	294	225	312	153	115
yjcO	U00096.3	4296436	4297125	-	690	159	223	168	253	124	177	145	144	164	216	66	63	82	63	55
fdhF	U00096.3	4297219	4299366	-	2148	364	428	520	354	507	378	310	343	287	378	99	122	78	116	134
mdtP	U00096.3	4299564	4301030	-	1467	73	33	23	21	26	16	12	12	15	9	1	9	11	13	4
mdtO	U00096.3	4301027	4303078	-	2052	105	49	46	32	35	16	16	30	18	27	4	12	17	24	5
mdtN	U00096.3	4303078	4304109	-	1032	57	24	21	21	23	8	6	5	8	11	4	10	9	12	6
ytcA	U00096.3	4304128	4304403	-	276	17	1	3	5	2	0	1	1	3	5	0	0	0	0	0
